CNTYNAME,DIST_ALLR_GRAD
McLennan County,97.1
McLennan County,97.6
McLennan County,97.6
McLennan County,98.3
McLennan County,98.3
McLennan County,99.5
McLennan County,99.5
McLennan County,94.7
McLennan County,94.7
McLennan County,97.6
McLennan County,98.8
McLennan County,100.0
McLennan County,100.0
McLennan County,90.9
McLennan County,90.9
McMullen County,100.0
McMullen County,100.0
Medina County,92.0
Medina County,94.1
Medina County,100.0
Medina County,100.0
Medina County,94.6
Medina County,94.6
Medina County,94.0
Medina County,96.6
Medina County,98.6
Medina County,99.7
Menard County,100.0
Menard County,100.0
Midland County,88.5
Midland County,89.7
Midland County,98.8
Midland County,99.4
Milam County,92.7
Milam County,95.3
Milam County,100.0
Milam County,100.0
Milam County,92.2
Milam County,96.9
Milam County,100.0
Milam County,100.0
Milam County,91.7
Milam County,91.7
Mills County,98.1
Mills County,98.1
Mills County,71.4
Mills County,71.4
Mills County,100.0
Mills County,100.0
Mitchell County,100.0
Mitchell County,100.0
Mitchell County,100.0
Mitchell County,100.0
Mitchell County,100.0
Mitchell County,100.0
Montague County,97.3
Montague County,98.2
Montague County,96.6
Montague County,96.6
Montague County,100.0
Montague County,100.0
Montague County,100.0
Montague County,100.0
Montague County,100.0
Montague County,100.0
Montague County,96.3
Montague County,96.3
Montgomery County,95.1
Montgomery County,97.3
Montgomery County,96.5
Montgomery County,96.6
Montgomery County,88.9
Montgomery County,91.0
Montgomery County,91.4
Montgomery County,92.7
Montgomery County,94.5
Montgomery County,95.2
Montgomery County,93.1
Montgomery County,93.8
Moore County,98.3
Moore County,98.3
Moore County,97.0
Moore County,97.0
Morris County,96.4
Morris County,98.2
Morris County,98.2
Morris County,98.2
Motley County,100.0
Motley County,100.0
Nacogdoches County,100.0
Nacogdoches County,100.0
Nacogdoches County,97.9
Nacogdoches County,100.0
Nacogdoches County,98.2
Nacogdoches County,98.2
Nacogdoches County,93.0
Nacogdoches County,94.4
Nacogdoches County,95.0
Nacogdoches County,95.0
Nacogdoches County,97.3
Nacogdoches County,98.6
Nacogdoches County,96.2
Nacogdoches County,96.2
Nacogdoches County,100.0
Nacogdoches County,100.0
Navarro County,100.0
Navarro County,100.0
Navarro County,92.0
Navarro County,92.2
Navarro County,100.0
Navarro County,100.0
Navarro County,92.3
Navarro County,92.3
Navarro County,95.0
Navarro County,97.4
Navarro County,97.2
Navarro County,97.2
Navarro County,97.0
Navarro County,97.0
Newton County,85.7
Newton County,85.7
Newton County,98.6
Newton County,98.6
Newton County,100.0
Newton County,100.0
Nolan County,100.0
Nolan County,100.0
Nolan County,87.2
Nolan County,89.6
Nolan County,100.0
Nolan County,100.0
Nolan County,100.0
Nolan County,100.0
Nueces County,90.6
Nueces County,93.5
Nueces County,98.6
Nueces County,98.6
Nueces County,95.6
Nueces County,98.5
Nueces County,90.2
Nueces County,94.4
Nueces County,98.8
Nueces County,98.8
Nueces County,100.0
Nueces County,100.0
Nueces County,87.8
Nueces County,89.7
Nueces County,98.7
Nueces County,98.7
Nueces County,96.7
Nueces County,96.6
Nueces County,86.9
Nueces County,87.7
Nueces County,97.2
Nueces County,97.9
Ochiltree County,98.1
Ochiltree County,98.1
Oldham County,97.9
Oldham County,97.8
Oldham County,100.0
Oldham County,100.0
Oldham County,100.0
Oldham County,100.0
Orange County,94.1
Orange County,94.1
Orange County,98.3
Orange County,99.2
Orange County,82.7
Orange County,83.9
Orange County,89.9
Orange County,89.9
Orange County,94.5
Orange County,95.7
Palo Pinto County,100.0
Palo Pinto County,100.0
Palo Pinto County,85.0
Palo Pinto County,94.4
Palo Pinto County,97.7
Palo Pinto County,98.1
Palo Pinto County,100.0
Palo Pinto County,100.0
Palo Pinto County,100.0
Palo Pinto County,100.0
Panola County,90.2
Panola County,90.2
Panola County,97.6
Panola County,97.6
Panola County,95.1
Panola County,95.6
Panola County,100.0
Panola County,100.0
Parker County,91.2
Parker County,91.1
Parker County,100.0
Parker County,100.0
Parker County,89.6
Parker County,90.0
Parker County,95.7
Parker County,96.7
Parker County,98.6
Parker County,98.6
Parker County,97.3
Parker County,98.4
Parker County,97.8
Parker County,97.8
Parker County,100.0
Parker County,100.0
Parmer County,90.9
Parmer County,90.9
Parmer County,94.3
Parmer County,94.3
Parmer County,100.0
Parmer County,100.0
Parmer County,100.0
Parmer County,100.0
Pecos County,100.0
Pecos County,100.0
Pecos County,91.8
Pecos County,92.4
Pecos County,96.3
Pecos County,96.3
Polk County,100.0
Polk County,100.0
Polk County,93.3
Polk County,93.3
Polk County,96.9
Polk County,98.4
Polk County,100.0
Polk County,100.0
Polk County,89.3
Polk County,89.3
Polk County,98.4
Polk County,98.4
Potter County,87.7
Potter County,91.3
Potter County,98.9
Potter County,98.9
Potter County,96.2
Potter County,96.2
Potter County,99.1
Potter County,99.1
Presidio County,84.6
Presidio County,84.6
Presidio County,86.5
Presidio County,86.5
Rains County,92.8
Rains County,92.7
Randall County,96.1
Randall County,96.6
Reagan County,86.7
Reagan County,86.7
Real County,60.0
Real County,69.2
Real County,85.0
Real County,85.0
Red River County,88.2
Red River County,88.2
Red River County,95.9
Red River County,97.9
Red River County,94.7
Red River County,94.6
Red River County,100.0
Red River County,100.0
Reeves County,86.1
Reeves County,87.5
Reeves County,100.0
Reeves County,100.0
Refugio County,100.0
Refugio County,100.0
Refugio County,100.0
Refugio County,100.0
Refugio County,98.0
Refugio County,98.0
Roberts County,100.0
Roberts County,100.0
Robertson County,96.2
Robertson County,96.2
Robertson County,100.0
Robertson County,100.0
Robertson County,100.0
Robertson County,100.0
Robertson County,93.2
Robertson County,93.2
Robertson County,100.0
Robertson County,100.0
Rockwall County,97.7
Rockwall County,98.2
Rockwall County,97.1
Rockwall County,97.3
Runnels County,94.5
Runnels County,95.8
Runnels County,100.0
Runnels County,100.0
Runnels County,100.0
Runnels County,100.0
Rusk County,97.8
Rusk County,97.8
Rusk County,100.0
Rusk County,100.0
Rusk County,100.0
Rusk County,100.0
Rusk County,93.8
Rusk County,93.8
Rusk County,96.8
Rusk County,96.8
Rusk County,100.0
Rusk County,100.0
Rusk County,95.6
Rusk County,95.6
Rusk County,98.8
Rusk County,98.8
Sabine County,93.5
Sabine County,93.5
Sabine County,100.0
Sabine County,100.0
San Augustine County,94.5
San Augustine County,94.5
San Augustine County,100.0
San Augustine County,100.0
San Jacinto County,90.8
San Jacinto County,91.8
San Jacinto County,92.4
San Jacinto County,92.4
San Patricio County,97.2
San Patricio County,99.1
San Patricio County,94.2
San Patricio County,94.2
San Patricio County,96.6
San Patricio County,96.5
San Patricio County,92.2
San Patricio County,95.0
San Patricio County,90.2
San Patricio County,91.7
San Patricio County,97.3
San Patricio County,97.3
San Patricio County,91.5
San Patricio County,92.9
San Saba County,98.2
San Saba County,98.2
San Saba County,100.0
San Saba County,100.0
San Saba County,100.0
San Saba County,100.0
Schleicher County,97.3
Schleicher County,97.3
Scurry County,100.0
Scurry County,100.0
Scurry County,95.3
Scurry County,95.3
Scurry County,100.0
Scurry County,100.0
Shackelford County,97.8
Shackelford County,97.8
Shackelford County,100.0
Shackelford County,100.0
Shelby County,97.7
Shelby County,98.3
Shelby County,91.7
Shelby County,91.7
Shelby County,100.0
Shelby County,100.0
Shelby County,97.8
Shelby County,97.8
Shelby County,98.0
Shelby County,98.0
Sherman County,96.3
Sherman County,96.3
Smith County,98.2
Smith County,100.0
Smith County,95.7
Smith County,96.2
Smith County,97.4
Smith County,97.7
Smith County,100.0
Smith County,100.0
Smith County,94.3
Smith County,96.2
Smith County,93.1
Smith County,93.1
Smith County,94.4
Smith County,95.5
Smith County,97.0
Smith County,97.0
Somervell County,64.3
Somervell County,65.1
Somervell County,99.2
Somervell County,99.2
Starr County,96.7
Starr County,97.1
Starr County,100.0
Starr County,100.0
Starr County,88.6
Starr County,90.8
Stephens County,89.2
Stephens County,89.2
Sterling County,95.0
Sterling County,95.0
Stonewall County,100.0
Stonewall County,100.0
Sutton County,100.0
Sutton County,100.0
Swisher County,100.0
Swisher County,100.0
Swisher County,97.3
Swisher County,97.3
Swisher County,93.3
Swisher County,93.3
Tarrant County,100.0
Tarrant County,100.0
Tarrant County,96.2
Tarrant County,96.2
Tarrant County,98.7
Tarrant County,98.7
Tarrant County,99.1
Tarrant County,99.1
Tarrant County,89.4
Tarrant County,90.5
Tarrant County,94.6
Tarrant County,95.1
Tarrant County,91.0
Tarrant County,92.5
Tarrant County,85.4
Tarrant County,87.7
Tarrant County,95.7
Tarrant County,96.4
Tarrant County,95.9
Tarrant County,96.6
Tarrant County,95.2
Tarrant County,95.9
Tarrant County,85.1
Tarrant County,85.9
Tarrant County,92.2
Tarrant County,92.5
Tarrant County,95.3
Tarrant County,96.1
Tarrant County,94.7
Tarrant County,95.7
Tarrant County,97.0
Tarrant County,97.6
Tarrant County,92.2
Tarrant County,93.1
Tarrant County,96.0
Tarrant County,96.8
Tarrant County,99.0
Tarrant County,99.1
Tarrant County,91.6
Tarrant County,91.8
Taylor County,96.5
Taylor County,96.5
Taylor County,90.5
Taylor County,94.0
Taylor County,94.2
Taylor County,94.2
Taylor County,100.0
Taylor County,100.0
Taylor County,100.0
Taylor County,100.0
Taylor County,97.6
Taylor County,97.6
Terrell County,100.0
Terrell County,100.0
Terry County,95.9
Terry County,95.9
Terry County,100.0
Terry County,100.0
Terry County,100.0
Terry County,100.0
Throckmorton County,100.0
Throckmorton County,100.0
Throckmorton County,100.0
Throckmorton County,100.0
Titus County,98.2
Titus County,98.2
Titus County,98.1
Titus County,99.1
Tom Green County,93.2
Tom Green County,94.5
Tom Green County,97.7
Tom Green County,97.7
Tom Green County,86.2
Tom Green County,86.8
Tom Green County,100.0
Tom Green County,100.0
Tom Green County,97.6
Tom Green County,100.0
Tom Green County,93.7
Tom Green County,96.7
Tom Green County,100.0
Tom Green County,100.0
Travis County,97.8
Travis County,97.8
Travis County,96.8
Travis County,96.8
Travis County,24.3
Travis County,24.3
Travis County,92.3
Travis County,92.3
Travis County,95.3
Travis County,96.2
Travis County,100.0
Travis County,100.0
Travis County,96.8
Travis County,97.5
Travis County,95.1
Travis County,96.7
Travis County,21.9
Travis County,26.1
Travis County,92.8
Travis County,94.4
Travis County,95.9
Travis County,96.9
Travis County,85.8
Travis County,87.7
Travis County,97.7
Travis County,99.6
Travis County,90.5
Travis County,92.2
Travis County,97.0
Travis County,97.0
Travis County,97.3
Travis County,97.7
Trinity County,94.0
Trinity County,94.0
Trinity County,92.9
Trinity County,92.9
Trinity County,100.0
Trinity County,100.0
Trinity County,100.0
Trinity County,100.0
Tyler County,100.0
Tyler County,100.0
Tyler County,91.6
Tyler County,91.6
Tyler County,95.8
Tyler County,95.8
Tyler County,87.9
Tyler County,87.9
Tyler County,100.0
Tyler County,100.0
Upshur County,98.0
Upshur County,98.0
Upshur County,91.2
Upshur County,92.2
Upshur County,96.7
Upshur County,96.7
Upshur County,100.0
Upshur County,100.0
Upshur County,96.9
Upshur County,96.9
Upshur County,94.8
Upshur County,94.8
Upshur County,93.9
Upshur County,95.8
Upton County,100.0
Upton County,100.0
Upton County,93.8
Upton County,93.8
Uvalde County,91.7
Uvalde County,91.7
Uvalde County,95.3
Uvalde County,95.3
Uvalde County,86.0
Uvalde County,86.9
Uvalde County,100.0
Uvalde County,100.0
Val Verde County,85.4
Val Verde County,86.4
Val Verde County,100.0
Val Verde County,100.0
Van Zandt County,58.3
Van Zandt County,60.0
Van Zandt County,98.7
Van Zandt County,98.7
Van Zandt County,94.5
Van Zandt County,95.8
Van Zandt County,100.0
Van Zandt County,100.0
Van Zandt County,96.7
Van Zandt County,100.0
Van Zandt County,95.8
Van Zandt County,95.7
Van Zandt County,94.2
Van Zandt County,95.8
Van Zandt County,100.0
Van Zandt County,100.0
Victoria County,73.8
Victoria County,75.0
Victoria County,92.7
Victoria County,95.9
Walker County,17.7
Walker County,18.7
Walker County,96.9
Walker County,96.9
Walker County,88.4
Walker County,89.4
Waller County,80.7
Waller County,82.1
Waller County,94.8
Waller County,96.9
Waller County,91.2
Waller County,91.7
Ward County,93.7
Ward County,93.7
Ward County,93.8
Ward County,93.8
Washington County,92.0
Washington County,92.8
Washington County,96.4
Washington County,96.4
Webb County,73.7
Webb County,74.5
Webb County,95.4
Webb County,96.0
Webb County,95.5
Webb County,96.6
Webb County,94.7
Webb County,94.7
Wharton County,98.9
Wharton County,100.0
Wharton County,96.2
Wharton County,98.7
Wharton County,96.4
Wharton County,97.2
Wharton County,92.7
Wharton County,94.7
Wharton County,100.0
Wharton County,100.0
Wheeler County,89.3
Wheeler County,89.3
Wheeler County,100.0
Wheeler County,100.0
Wheeler County,100.0
Wheeler County,100.0
Wheeler County,100.0
Wheeler County,100.0
Wichita County,89.9
Wichita County,91.5
Wichita County,88.0
Wichita County,88.0
Wichita County,93.7
Wichita County,93.7
Wichita County,97.0
Wichita County,97.8
Wichita County,92.9
Wichita County,92.9
Wilbarger County,-1.0
Wilbarger County,-1.0
Wilbarger County,93.4
Wilbarger County,94.1
Wilbarger County,100.0
Wilbarger County,100.0
Willacy County,90.0
Willacy County,90.0
Willacy County,99.2
Willacy County,99.2
Willacy County,95.9
Willacy County,95.9
Willacy County,95.5
Willacy County,95.5
Williamson County,100.0
Williamson County,100.0
Williamson County,95.0
Williamson County,96.2
Williamson County,94.8
Williamson County,96.0
Williamson County,96.9
Williamson County,100.0
Williamson County,93.0
Williamson County,93.9
Williamson County,97.4
Williamson County,99.1
Williamson County,95.1
Williamson County,96.8
Williamson County,94.4
Williamson County,96.2
Williamson County,91.8
Williamson County,92.8
Williamson County,97.3
Williamson County,100.0
Williamson County,96.5
Williamson County,98.6
Wilson County,89.4
Wilson County,91.8
Wilson County,96.9
Wilson County,97.7
Wilson County,100.0
Wilson County,100.0
Wilson County,98.4
Wilson County,98.4
Winkler County,94.7
Winkler County,94.7
Winkler County,100.0
Winkler County,100.0
Wise County,100.0
Wise County,100.0
Wise County,95.3
Wise County,96.4
Wise County,94.8
Wise County,94.8
Wise County,97.4
Wise County,100.0
Wise County,96.2
Wise County,98.1
Wise County,98.9
Wise County,98.9
Wise County,100.0
Wise County,100.0
Wood County,95.1
Wood County,95.1
Wood County,95.5
Wood County,97.2
Wood County,94.8
Wood County,97.3
Wood County,88.0
Wood County,88.0
Wood County,98.2
Wood County,98.2
Wood County,97.2
Wood County,98.1
Yoakum County,96.3
Yoakum County,97.2
Yoakum County,96.2
Yoakum County,96.2
Young County,96.9
Young County,98.1
Young County,100.0
Young County,100.0
Young County,94.7
Young County,97.3
Zapata County,95.3
Zapata County,96.6
Zavala County,94.9
Zavala County,97.0
Zavala County,93.0
Zavala County,93.0
